CustomerID,SignupDate,Gender,AgeBand,Segment,Tier,City,State,Region,PreferredChannel,ActivityWeight
532581,2019-08-04,Male,35-44,Family Buyer,Tier-1,Mumbai,Maharashtra,West,Amazon India,0.4078
532582,2024-08-17,Female,35-44,Young Professional,Tier-1,Delhi,Delhi,North,Reliance Digital,0.9181
532583,2022-03-07,Male,18-24,Student,Tier-2,Chandigarh,Chandigarh,North,Flipkart,0.4043
532584,2022-01-25,Female,25-34,Young Professional,Tier-1,Mumbai,Maharashtra,West,Vijay Sales,2.158
532585,2020-06-02,Male,18-24,Gamer,Tier-2,Jaipur,Rajasthan,North,Amazon India,1.5339
532586,2023-10-18,Female,25-34,Working Professional,Tier-3,Varanasi,Uttar Pradesh,North,boAt Official Website,0.9229
532587,2019-01-04,Female,25-34,Student,Tier-2,Chandigarh,Chandigarh,North,Flipkart,0.2855
532588,2024-09-12,Male,25-34,Working Professional,Tier-3,Kota,Rajasthan,North,Flipkart,0.4018
532589,2019-04-30,Male,18-24,Student,Tier-1,Mumbai,Maharashtra,West,boAt Official Website,1.7437
532590,2023-08-31,Male,25-34,Gift Buyer,Tier-3,Varanasi,Uttar Pradesh,North,Local Multi-brand Retail,0.3743
532591,2022-12-02,Male,35-44,Family Buyer,Tier-3,Jodhpur,Rajasthan,North,Flipkart,0.7676
532592,2021-03-02,Female,18-24,Young Professional,Tier-1,Mumbai,Maharashtra,West,boAt Official Website,0.9474
532593,2019-06-04,Male,25-34,Gift Buyer,Tier-2,Jaipur,Rajasthan,North,Flipkart,0.2513
532594,2021-06-20,Female,18-24,Student,Tier-2,Patna,Bihar,East,Amazon India,1.489
532595,2021-02-10,Male,25-34,Gamer,Tier-3,Varanasi,Uttar Pradesh,North,Croma,0.4735
532596,2024-02-04,Male,18-24,Young Professional,Tier-2,Bhopal,Madhya Pradesh,Central,Reliance Digital,2.529
532597,2023-12-04,Female,45+,Family Buyer,Tier-2,Nagpur,Maharashtra,West,Amazon India,0.8426
532598,2019-02-03,Male,18-24,Gamer,Tier-3,Kota,Rajasthan,North,Croma,0.1607
532599,2020-09-29,Male,25-34,Young Professional,Tier-3,Jodhpur,Rajasthan,North,Amazon India,0.8357
532600,2024-05-31,Male,18-24,Student,Tier-1,Bengaluru,Karnataka,South,boAt Official Website,0.2524
532601,2022-09-05,Female,35-44,Gift Buyer,Tier-3,Agra,Uttar Pradesh,North,Amazon India,0.5777
532602,2020-05-15,Male,18-24,Student,Tier-1,Chennai,Tamil Nadu,South,Flipkart,0.926
532603,2021-04-20,Male,35-44,Student,Tier-3,Rajkot,Gujarat,West,Flipkart,0.9369
532604,2021-03-16,Female,45+,Family Buyer,Tier-3,Raipur,Chhattisgarh,Central,Amazon India,0.6073
532605,2019-11-19,Male,18-24,Young Professional,Tier-3,Dhanbad,Jharkhand,East,boAt Official Website,1.6193
532606,2021-01-10,Male,25-34,Young Professional,Tier-2,Chandigarh,Chandigarh,North,Croma,0.9246
532607,2022-09-22,Female,35-44,Family Buyer,Tier-3,Rajkot,Gujarat,West,Local Multi-brand Retail,1.5133
532608,2020-01-19,Female,18-24,Student,Tier-2,Jaipur,Rajasthan,North,Flipkart,1.5423
532609,2020-01-12,Female,18-24,Young Professional,Tier-3,Dehradun,Uttarakhand,North,Reliance Digital,0.4169
532610,2024-01-01,Female,25-34,Young Professional,Tier-1,Bengaluru,Karnataka,South,boAt Official Website,0.6969
532611,2020-02-14,Female,35-44,Working Professional,Tier-1,Ahmedabad,Gujarat,West,Vijay Sales,0.7522
532612,2019-02-08,Male,45+,Family Buyer,Tier-2,Jaipur,Rajasthan,North,Amazon India,0.1527
532613,2020-09-23,Female,25-34,Young Professional,Tier-3,Gwalior,Madhya Pradesh,Central,Local Multi-brand Retail,0.6944
532614,2023-11-02,Male,35-44,Working Professional,Tier-1,Hyderabad,Telangana,South,Croma,0.816
532615,2021-10-18,Female,18-24,Student,Tier-1,Ahmedabad,Gujarat,West,Croma,0.9104
532616,2021-07-02,Female,25-34,Gamer,Tier-1,Delhi,Delhi,North,Amazon India,0.9423
532617,2021-08-12,Female,18-24,Student,Tier-1,Pune,Maharashtra,West,Amazon India,1.3829
532618,2023-09-20,Female,18-24,Student,Tier-2,Nagpur,Maharashtra,West,Flipkart,1.0978
532619,2021-06-19,Male,25-34,Working Professional,Tier-2,Patna,Bihar,East,Flipkart,0.8103
532620,2022-10-29,Male,25-34,Working Professional,Tier-3,Agra,Uttar Pradesh,North,Flipkart,0.498
532621,2023-11-23,Female,18-24,Student,Tier-2,Chandigarh,Chandigarh,North,Reliance Digital,0.5667
532622,2019-11-03,Male,18-24,Student,Tier-1,Mumbai,Maharashtra,West,Reliance Digital,2.5616
532623,2020-08-14,Male,18-24,Student,Tier-1,Mumbai,Maharashtra,West,Croma,2.5293
532624,2021-08-17,Female,35-44,Young Professional,Tier-1,Ahmedabad,Gujarat,West,boAt Official Website,1.0093
532625,2021-12-20,Male,45+,Young Professional,Tier-3,Dehradun,Uttarakhand,North,Amazon India,0.5833
532626,2021-06-07,Male,35-44,Young Professional,Tier-3,Jabalpur,Madhya Pradesh,Central,Flipkart,0.8141
532627,2019-12-18,Male,25-34,Working Professional,Tier-1,Hyderabad,Telangana,South,Reliance Digital,0.4308
532628,2024-05-08,Male,25-34,Young Professional,Tier-1,Mumbai,Maharashtra,West,Flipkart,0.4075
532629,2024-12-31,Male,25-34,Young Professional,Tier-2,Bhopal,Madhya Pradesh,Central,Amazon India,1.526
532630,2023-09-02,Female,25-34,Young Professional,Tier-2,Vadodara,Gujarat,West,Flipkart,0.5816
532631,2022-08-15,Male,18-24,Young Professional,Tier-1,Bengaluru,Karnataka,South,boAt Official Website,2.0036
532632,2021-01-25,Male,18-24,Young Professional,Tier-2,Jaipur,Rajasthan,North,Amazon India,3.1115
532633,2023-10-13,Male,35-44,Young Professional,Tier-1,Delhi,Delhi,North,Flipkart,1.9548
532634,2020-06-12,Female,25-34,Working Professional,Tier-2,Surat,Gujarat,West,Flipkart,0.7191
532635,2021-05-31,Female,35-44,Family Buyer,Tier-2,Ludhiana,Punjab,North,Reliance Digital,0.6939
532636,2021-09-09,Female,35-44,Family Buyer,Tier-3,Agra,Uttar Pradesh,North,Flipkart,0.8031
532637,2020-05-06,Male,35-44,Working Professional,Tier-1,Bengaluru,Karnataka,South,Flipkart,0.448
532638,2023-12-27,Male,45+,Family Buyer,Tier-2,Indore,Madhya Pradesh,Central,Flipkart,1.2697
532639,2020-06-26,Female,18-24,Gamer,Tier-1,Bengaluru,Karnataka,South,Amazon India,2.7898
532640,2023-08-04,Female,18-24,Student,Tier-2,Lucknow,Uttar Pradesh,North,Flipkart,1.1984
532641,2024-02-22,Male,35-44,Working Professional,Tier-2,Chandigarh,Chandigarh,North,Reliance Digital,0.9669
532642,2020-09-08,Male,18-24,Working Professional,Tier-1,Kolkata,West Bengal,East,Amazon India,0.9169
532643,2021-08-18,Male,25-34,Young Professional,Tier-3,Jabalpur,Madhya Pradesh,Central,Reliance Digital,0.6563
532644,2024-06-27,Male,18-24,Student,Tier-3,Agra,Uttar Pradesh,North,Local Multi-brand Retail,1.6233
532645,2023-03-09,Female,35-44,Family Buyer,Tier-1,Pune,Maharashtra,West,Amazon India,0.7628
532646,2022-09-13,Female,25-34,Working Professional,Tier-1,Ahmedabad,Gujarat,West,Flipkart,1.1886
532647,2019-03-02,Female,18-24,Student,Tier-2,Coimbatore,Tamil Nadu,South,Amazon India,1.2157
532648,2022-11-27,Female,18-24,Student,Tier-2,Surat,Gujarat,West,Flipkart,0.4545
532649,2020-08-21,Female,25-34,Young Professional,Tier-1,Delhi,Delhi,North,Amazon India,0.874
532650,2022-09-03,Female,25-34,Working Professional,Tier-1,Ahmedabad,Gujarat,West,Flipkart,3.163
532651,2022-12-04,Male,35-44,Family Buyer,Tier-2,Surat,Gujarat,West,Local Multi-brand Retail,0.5459
532652,2024-04-05,Female,25-34,Student,Tier-1,Bengaluru,Karnataka,South,boAt Official Website,0.9969
532653,2023-06-19,Female,35-44,Young Professional,Tier-3,Jabalpur,Madhya Pradesh,Central,Local Multi-brand Retail,0.647
532654,2019-06-30,Male,18-24,Student,Tier-2,Surat,Gujarat,West,Local Multi-brand Retail,0.6635
532655,2022-08-25,Female,25-34,Working Professional,Tier-2,Chandigarh,Chandigarh,North,Flipkart,0.6495
532656,2021-08-25,Male,18-24,Young Professional,Tier-1,Hyderabad,Telangana,South,Flipkart,0.8972
532657,2021-03-19,Female,25-34,Working Professional,Tier-2,Indore,Madhya Pradesh,Central,Flipkart,1.0266
532658,2022-12-01,Female,25-34,Young Professional,Tier-1,Mumbai,Maharashtra,West,Amazon India,1.4066
532659,2019-04-18,Male,25-34,Young Professional,Tier-1,Delhi,Delhi,North,Flipkart,1.4109
532660,2021-09-22,Male,35-44,Working Professional,Tier-1,Chennai,Tamil Nadu,South,Croma,0.7696
532661,2020-03-14,Female,18-24,Student,Tier-1,Hyderabad,Telangana,South,Amazon India,0.5779
532662,2019-01-07,Female,45+,Working Professional,Tier-1,Delhi,Delhi,North,Amazon India,0.3415
532663,2019-03-22,Male,18-24,Student,Tier-3,Agra,Uttar Pradesh,North,Amazon India,0.5298
532664,2022-05-19,Male,35-44,Young Professional,Tier-1,Hyderabad,Telangana,South,Reliance Digital,2.4037
532665,2023-03-23,Female,35-44,Working Professional,Tier-2,Nagpur,Maharashtra,West,Flipkart,1.3527
532666,2021-11-28,Male,25-34,Young Professional,Tier-3,Siliguri,West Bengal,East,Amazon India,1.0594
532667,2023-09-27,Female,18-24,Student,Tier-1,Mumbai,Maharashtra,West,Croma,0.6414
532668,2022-10-09,Female,18-24,Working Professional,Tier-3,Gwalior,Madhya Pradesh,Central,Flipkart,0.6071
532669,2024-07-02,Male,18-24,Gamer,Tier-3,Dehradun,Uttarakhand,North,Local Multi-brand Retail,2.3677
532670,2019-11-02,Male,18-24,Student,Tier-1,Mumbai,Maharashtra,West,boAt Official Website,0.3608
532671,2019-06-26,Male,18-24,Gamer,Tier-1,Chennai,Tamil Nadu,South,Croma,1.7242
532672,2022-04-15,Male,18-24,Student,Tier-1,Delhi,Delhi,North,Amazon India,0.9734
532673,2022-07-14,Female,45+,Gift Buyer,Tier-3,Dhanbad,Jharkhand,East,Local Multi-brand Retail,0.4643
532674,2024-12-22,Female,18-24,Young Professional,Tier-2,Nagpur,Maharashtra,West,Flipkart,0.629
532675,2019-03-08,Female,25-34,Student,Tier-1,Bengaluru,Karnataka,South,Flipkart,0.8189
532676,2022-05-31,Female,18-24,Young Professional,Tier-3,Dhanbad,Jharkhand,East,boAt Official Website,1.3004
532677,2023-12-16,Female,25-34,Gift Buyer,Tier-2,Lucknow,Uttar Pradesh,North,Amazon India,0.521
532678,2020-03-15,Male,45+,Family Buyer,Tier-3,Varanasi,Uttar Pradesh,North,Local Multi-brand Retail,0.3907
532679,2021-08-16,Male,35-44,Working Professional,Tier-1,Hyderabad,Telangana,South,Local Multi-brand Retail,0.1923
532680,2021-02-04,Male,18-24,Student,Tier-1,Mumbai,Maharashtra,West,Amazon India,0.9681
532681,2019-09-25,Male,25-34,Working Professional,Tier-2,Chandigarh,Chandigarh,North,boAt Official Website,0.6135
532682,2023-07-01,Male,35-44,Family Buyer,Tier-2,Ludhiana,Punjab,North,Flipkart,1.6191
532683,2022-12-13,Female,45+,Working Professional,Tier-3,Gwalior,Madhya Pradesh,Central,Flipkart,0.2756
532684,2023-04-23,Female,35-44,Working Professional,Tier-1,Mumbai,Maharashtra,West,boAt Official Website,0.7223
532685,2024-09-14,Female,35-44,Working Professional,Tier-2,Nagpur,Maharashtra,West,Flipkart,0.7829
532686,2022-04-13,Female,45+,Family Buyer,Tier-1,Bengaluru,Karnataka,South,Flipkart,1.8149
532687,2019-06-18,Female,35-44,Working Professional,Tier-3,Siliguri,West Bengal,East,Flipkart,0.4083
532688,2020-07-01,Male,25-34,Young Professional,Tier-2,Nagpur,Maharashtra,West,boAt Official Website,1.1665
532689,2022-01-17,Male,35-44,Young Professional,Tier-2,Patna,Bihar,East,Reliance Digital,2.4865
532690,2019-10-23,Female,45+,Family Buyer,Tier-2,Ludhiana,Punjab,North,boAt Official Website,0.1327
532691,2020-01-06,Male,35-44,Young Professional,Tier-1,Bengaluru,Karnataka,South,Amazon India,1.139
532692,2022-12-03,Male,25-34,Working Professional,Tier-1,Delhi,Delhi,North,boAt Official Website,0.572
532693,2022-07-09,Male,25-34,Young Professional,Tier-2,Patna,Bihar,East,Amazon India,0.7387
532694,2019-04-06,Male,18-24,Student,Tier-1,Ahmedabad,Gujarat,West,Flipkart,0.3466
532695,2024-03-05,Female,25-34,Young Professional,Tier-3,Dhanbad,Jharkhand,East,Flipkart,0.4709
532696,2024-11-01,Female,25-34,Young Professional,Tier-3,Rajkot,Gujarat,West,Amazon India,0.7574
532697,2021-11-09,Female,45+,Working Professional,Tier-2,Surat,Gujarat,West,Amazon India,1.3033
532698,2022-10-10,Female,25-34,Student,Tier-2,Indore,Madhya Pradesh,Central,Local Multi-brand Retail,1.9583
532699,2021-02-20,Male,45+,Working Professional,Tier-1,Mumbai,Maharashtra,West,Amazon India,0.2547
532700,2019-03-01,Male,18-24,Student,Tier-1,Chennai,Tamil Nadu,South,Amazon India,0.3758
532701,2021-06-18,Male,35-44,Young Professional,Tier-2,Surat,Gujarat,West,Croma,0.4388
532702,2020-04-27,Female,25-34,Young Professional,Tier-3,Asansol,West Bengal,East,Local Multi-brand Retail,1.1142
532703,2022-11-08,Male,35-44,Working Professional,Tier-2,Indore,Madhya Pradesh,Central,boAt Official Website,1.2102
532704,2020-05-28,Male,25-34,Student,Tier-1,Ahmedabad,Gujarat,West,Reliance Digital,0.6563
532705,2023-05-14,Female,25-34,Young Professional,Tier-3,Gwalior,Madhya Pradesh,Central,Croma,0.7458
532706,2020-06-05,Male,35-44,Young Professional,Tier-1,Pune,Maharashtra,West,Amazon India,0.2496
532707,2019-05-12,Male,35-44,Young Professional,Tier-3,Asansol,West Bengal,East,Amazon India,0.7903
532708,2019-03-18,Male,18-24,Gamer,Tier-1,Chennai,Tamil Nadu,South,Flipkart,0.2797
532709,2022-12-27,Male,18-24,Student,Tier-2,Lucknow,Uttar Pradesh,North,Local Multi-brand Retail,0.3352
532710,2023-04-02,Male,25-34,Young Professional,Tier-1,Hyderabad,Telangana,South,boAt Official Website,0.8239
532711,2019-12-09,Male,35-44,Working Professional,Tier-2,Jaipur,Rajasthan,North,Amazon India,4.3355
532712,2021-12-14,Male,25-34,Young Professional,Tier-2,Lucknow,Uttar Pradesh,North,Croma,1.0436
532713,2022-03-13,Female,25-34,Gift Buyer,Tier-3,Raipur,Chhattisgarh,Central,Reliance Digital,0.2047
532714,2021-11-22,Male,25-34,Young Professional,Tier-1,Delhi,Delhi,North,Flipkart,1.1246
532715,2021-11-13,Female,45+,Family Buyer,Tier-3,Bareilly,Uttar Pradesh,North,Amazon India,0.6485
532716,2024-07-06,Male,35-44,Family Buyer,Tier-2,Jaipur,Rajasthan,North,boAt Official Website,0.2981
532717,2023-07-16,Female,35-44,Young Professional,Tier-3,Gwalior,Madhya Pradesh,Central,Amazon India,0.7081
532718,2023-10-10,Male,45+,Young Professional,Tier-2,Coimbatore,Tamil Nadu,South,Vijay Sales,1.3967
532719,2021-09-09,Male,25-34,Young Professional,Tier-2,Kochi,Kerala,South,boAt Official Website,3.3427
532720,2024-11-15,Male,25-34,Working Professional,Tier-1,Delhi,Delhi,North,Amazon India,0.8044
532721,2021-02-20,Male,35-44,Working Professional,Tier-1,Mumbai,Maharashtra,West,Vijay Sales,0.8257
532722,2020-09-13,Female,25-34,Young Professional,Tier-1,Mumbai,Maharashtra,West,Amazon India,1.4778
532723,2022-05-28,Male,18-24,Student,Tier-1,Chennai,Tamil Nadu,South,Amazon India,0.7027
532724,2022-10-17,Female,35-44,Working Professional,Tier-1,Kolkata,West Bengal,East,boAt Official Website,1.2691
532725,2020-08-17,Male,25-34,Young Professional,Tier-3,Jodhpur,Rajasthan,North,Reliance Digital,6.7776
532726,2019-11-15,Male,35-44,Family Buyer,Tier-1,Delhi,Delhi,North,Croma,0.916
532727,2022-10-30,Male,35-44,Gift Buyer,Tier-2,Patna,Bihar,East,Amazon India,0.5032
532728,2022-05-23,Female,45+,Family Buyer,Tier-2,Bhopal,Madhya Pradesh,Central,Flipkart,0.5622
532729,2020-11-06,Male,25-34,Young Professional,Tier-3,Raipur,Chhattisgarh,Central,Amazon India,0.6378
532730,2020-12-23,Male,45+,Family Buyer,Tier-2,Nagpur,Maharashtra,West,Flipkart,0.9059
532731,2023-10-16,Female,45+,Family Buyer,Tier-3,Asansol,West Bengal,East,Amazon India,0.9829
532732,2022-06-02,Male,45+,Family Buyer,Tier-2,Bhopal,Madhya Pradesh,Central,Flipkart,0.4511
532733,2022-06-15,Female,25-34,Working Professional,Tier-2,Indore,Madhya Pradesh,Central,Reliance Digital,0.899
532734,2024-04-12,Male,35-44,Family Buyer,Tier-1,Bengaluru,Karnataka,South,Flipkart,0.5378
532735,2019-11-21,Male,35-44,Working Professional,Tier-2,Kochi,Kerala,South,Amazon India,0.679
532736,2022-07-27,Male,25-34,Student,Tier-1,Kolkata,West Bengal,East,Amazon India,0.6639
532737,2020-10-12,Female,25-34,Young Professional,Tier-3,Dhanbad,Jharkhand,East,Amazon India,0.7452
532738,2019-06-01,Male,18-24,Student,Tier-3,Trichy,Tamil Nadu,South,Flipkart,1.5683
532739,2022-02-26,Female,45+,Family Buyer,Tier-1,Kolkata,West Bengal,East,Flipkart,0.6236
532740,2020-11-21,Male,18-24,Student,Tier-3,Dhanbad,Jharkhand,East,Amazon India,0.7785
532741,2024-09-11,Female,45+,Family Buyer,Tier-3,Gwalior,Madhya Pradesh,Central,Reliance Digital,0.3278
532742,2024-07-20,Female,45+,Family Buyer,Tier-1,Bengaluru,Karnataka,South,Amazon India,2.9698
532743,2019-02-19,Male,18-24,Student,Tier-3,Dhanbad,Jharkhand,East,Flipkart,0.535
532744,2021-08-01,Male,35-44,Gift Buyer,Tier-2,Indore,Madhya Pradesh,Central,Flipkart,0.5298
532745,2023-02-19,Female,18-24,Gamer,Tier-1,Hyderabad,Telangana,South,Flipkart,2.5194
532746,2021-05-04,Male,45+,Family Buyer,Tier-2,Chandigarh,Chandigarh,North,Flipkart,0.3736
532747,2021-02-11,Male,25-34,Working Professional,Tier-1,Mumbai,Maharashtra,West,Amazon India,0.7135
532748,2023-06-26,Female,45+,Family Buyer,Tier-3,Rajkot,Gujarat,West,Local Multi-brand Retail,0.2454
532749,2023-09-11,Female,25-34,Gamer,Tier-1,Chennai,Tamil Nadu,South,Croma,0.68
532750,2023-07-18,Male,25-34,Young Professional,Tier-3,Dhanbad,Jharkhand,East,Amazon India,0.6554
532751,2024-05-10,Male,18-24,Student,Tier-1,Bengaluru,Karnataka,South,Amazon India,0.2414
532752,2022-09-29,Male,25-34,Young Professional,Tier-1,Kolkata,West Bengal,East,boAt Official Website,1.1426
532753,2021-10-14,Male,45+,Family Buyer,Tier-1,Hyderabad,Telangana,South,Croma,1.6758
532754,2022-07-26,Male,18-24,Student,Tier-3,Siliguri,West Bengal,East,Flipkart,0.5405
532755,2020-02-01,Female,18-24,Student,Tier-3,Raipur,Chhattisgarh,Central,Croma,0.7331
532756,2023-08-10,Female,18-24,Young Professional,Tier-1,Pune,Maharashtra,West,Flipkart,1.3915
532757,2024-07-13,Female,18-24,Gamer,Tier-2,Jaipur,Rajasthan,North,Amazon India,1.4943
532758,2019-11-29,Male,25-34,Young Professional,Tier-2,Indore,Madhya Pradesh,Central,Vijay Sales,0.6539
532759,2019-03-31,Male,18-24,Student,Tier-3,Gwalior,Madhya Pradesh,Central,Croma,1.0665
532760,2020-01-15,Male,18-24,Young Professional,Tier-2,Surat,Gujarat,West,Amazon India,6.7111
532761,2024-10-21,Male,35-44,Gift Buyer,Tier-1,Chennai,Tamil Nadu,South,Amazon India,0.5244
532762,2021-07-12,Male,18-24,Gamer,Tier-3,Siliguri,West Bengal,East,Amazon India,1.4776
532763,2022-09-28,Male,25-34,Gift Buyer,Tier-1,Ahmedabad,Gujarat,West,boAt Official Website,0.6228
532764,2022-11-16,Female,18-24,Young Professional,Tier-2,Indore,Madhya Pradesh,Central,Flipkart,1.549
532765,2021-04-02,Male,35-44,Family Buyer,Tier-2,Jaipur,Rajasthan,North,Amazon India,0.553
532766,2021-10-04,Male,25-34,Young Professional,Tier-1,Mumbai,Maharashtra,West,Amazon India,1.3502
532767,2019-05-13,Female,18-24,Young Professional,Tier-2,Kochi,Kerala,South,Amazon India,0.5447
532768,2021-07-26,Male,18-24,Student,Tier-1,Delhi,Delhi,North,Flipkart,1.2361
532769,2022-07-06,Male,18-24,Young Professional,Tier-2,Jaipur,Rajasthan,North,Amazon India,0.4524
532770,2019-12-13,Male,25-34,Working Professional,Tier-1,Mumbai,Maharashtra,West,Vijay Sales,0.9704
532771,2024-03-28,Male,25-34,Young Professional,Tier-1,Pune,Maharashtra,West,Croma,1.7246
532772,2021-08-27,Male,45+,Gamer,Tier-1,Hyderabad,Telangana,South,Croma,1.361
532773,2024-06-24,Female,25-34,Young Professional,Tier-3,Mysuru,Karnataka,South,Local Multi-brand Retail,0.0601
532774,2019-05-07,Male,35-44,Family Buyer,Tier-3,Dehradun,Uttarakhand,North,boAt Official Website,0.9193
532775,2024-10-21,Male,45+,Working Professional,Tier-3,Dehradun,Uttarakhand,North,Local Multi-brand Retail,0.9829
532776,2024-01-26,Male,25-34,Young Professional,Tier-3,Rajkot,Gujarat,West,Flipkart,0.5425
532777,2019-10-09,Male,18-24,Young Professional,Tier-3,Gwalior,Madhya Pradesh,Central,Amazon India,0.7926
532778,2019-08-07,Male,18-24,Young Professional,Tier-2,Jaipur,Rajasthan,North,Amazon India,0.6017
532779,2023-11-24,Male,35-44,Young Professional,Tier-2,Surat,Gujarat,West,Croma,0.3586
532780,2024-12-09,Male,18-24,Young Professional,Tier-1,Delhi,Delhi,North,Amazon India,1.7661
532781,2020-07-22,Female,25-34,Working Professional,Tier-1,Delhi,Delhi,North,Reliance Digital,1.5238
532782,2019-05-14,Male,25-34,Working Professional,Tier-1,Hyderabad,Telangana,South,Amazon India,0.5399
532783,2019-07-23,Male,35-44,Working Professional,Tier-3,Siliguri,West Bengal,East,Reliance Digital,0.8697
532784,2022-12-01,Male,18-24,Student,Tier-1,Kolkata,West Bengal,East,boAt Official Website,1.3525
532785,2024-06-04,Female,18-24,Student,Tier-2,Surat,Gujarat,West,Local Multi-brand Retail,0.4822
532786,2020-12-10,Female,25-34,Young Professional,Tier-3,Kota,Rajasthan,North,Flipkart,1.4684
532787,2024-09-28,Male,25-34,Gamer,Tier-2,Lucknow,Uttar Pradesh,North,boAt Official Website,0.7279
532788,2022-04-25,Male,18-24,Young Professional,Tier-2,Coimbatore,Tamil Nadu,South,Amazon India,1.0688
532789,2024-10-03,Male,35-44,Working Professional,Tier-2,Nagpur,Maharashtra,West,Amazon India,2.8267
532790,2021-04-19,Female,35-44,Young Professional,Tier-3,Rajkot,Gujarat,West,Flipkart,0.8558
532791,2022-03-10,Female,18-24,Student,Tier-2,Bhopal,Madhya Pradesh,Central,Amazon India,0.3124
532792,2019-11-14,Female,25-34,Young Professional,Tier-1,Chennai,Tamil Nadu,South,Flipkart,1.816
532793,2024-03-16,Male,18-24,Young Professional,Tier-1,Chennai,Tamil Nadu,South,Flipkart,0.4135
532794,2019-02-10,Male,25-34,Working Professional,Tier-3,Siliguri,West Bengal,East,Amazon India,0.5879
532795,2021-08-03,Female,18-24,Student,Tier-3,Rajkot,Gujarat,West,Flipkart,0.3782
532796,2024-08-26,Male,25-34,Student,Tier-2,Surat,Gujarat,West,Amazon India,1.3955
532797,2021-11-23,Male,25-34,Student,Tier-2,Coimbatore,Tamil Nadu,South,Amazon India,1.0398
532798,2019-01-16,Male,25-34,Young Professional,Tier-2,Jaipur,Rajasthan,North,Flipkart,5.4288
532799,2019-05-26,Female,18-24,Young Professional,Tier-3,Gwalior,Madhya Pradesh,Central,Flipkart,1.3061
532800,2023-10-16,Female,25-34,Young Professional,Tier-1,Bengaluru,Karnataka,South,Amazon India,1.9394
532801,2021-11-14,Female,18-24,Young Professional,Tier-2,Bhopal,Madhya Pradesh,Central,Amazon India,1.6041
532802,2022-03-28,Male,35-44,Young Professional,Tier-3,Kota,Rajasthan,North,Amazon India,1.0104
532803,2023-11-13,Male,18-24,Student,Tier-2,Coimbatore,Tamil Nadu,South,Croma,0.3174
532804,2019-09-09,Female,25-34,Working Professional,Tier-2,Kochi,Kerala,South,Croma,0.5653
532805,2019-02-03,Male,35-44,Young Professional,Tier-2,Indore,Madhya Pradesh,Central,Amazon India,0.4228
532806,2023-08-09,Male,35-44,Working Professional,Tier-3,Jodhpur,Rajasthan,North,Flipkart,0.0689
532807,2023-06-21,Male,25-34,Working Professional,Tier-2,Indore,Madhya Pradesh,Central,Flipkart,0.8617
532808,2021-04-05,Male,18-24,Student,Tier-3,Jodhpur,Rajasthan,North,Flipkart,1.1239
532809,2019-08-04,Male,25-34,Young Professional,Tier-2,Nagpur,Maharashtra,West,boAt Official Website,0.3735
532810,2023-09-02,Male,35-44,Family Buyer,Tier-2,Kochi,Kerala,South,Amazon India,0.8504
532811,2022-10-13,Male,18-24,Gamer,Tier-1,Hyderabad,Telangana,South,Flipkart,1.0461
532812,2020-01-09,Male,25-34,Gamer,Tier-2,Vadodara,Gujarat,West,Amazon India,1.0358
532813,2019-04-17,Male,25-34,Gamer,Tier-1,Bengaluru,Karnataka,South,Flipkart,2.9968
532814,2020-09-10,Male,18-24,Gift Buyer,Tier-3,Trichy,Tamil Nadu,South,boAt Official Website,0.4625
532815,2021-05-18,Male,45+,Working Professional,Tier-2,Nagpur,Maharashtra,West,Reliance Digital,0.5677
532816,2021-03-23,Male,18-24,Student,Tier-2,Jaipur,Rajasthan,North,Local Multi-brand Retail,0.8049
532817,2024-04-04,Male,18-24,Student,Tier-2,Indore,Madhya Pradesh,Central,Amazon India,0.3812
532818,2024-01-01,Female,18-24,Student,Tier-2,Ludhiana,Punjab,North,Flipkart,0.7763
532819,2023-02-04,Male,18-24,Gamer,Tier-2,Vadodara,Gujarat,West,boAt Official Website,4.1161
532820,2022-05-10,Male,35-44,Young Professional,Tier-1,Mumbai,Maharashtra,West,Flipkart,0.7765
532821,2020-01-12,Male,25-34,Young Professional,Tier-1,Kolkata,West Bengal,East,boAt Official Website,0.3551
532822,2021-03-09,Male,35-44,Family Buyer,Tier-1,Pune,Maharashtra,West,boAt Official Website,0.3968
532823,2021-06-08,Male,25-34,Working Professional,Tier-2,Indore,Madhya Pradesh,Central,Flipkart,1.0306
532824,2022-01-08,Female,18-24,Student,Tier-1,Bengaluru,Karnataka,South,boAt Official Website,1.016
532825,2022-08-15,Male,35-44,Working Professional,Tier-2,Lucknow,Uttar Pradesh,North,Amazon India,1.6112
532826,2020-05-11,Male,18-24,Student,Tier-2,Nagpur,Maharashtra,West,Flipkart,1.0053
532827,2021-08-10,Female,18-24,Student,Tier-3,Asansol,West Bengal,East,Flipkart,1.0949
532828,2022-04-05,Female,18-24,Student,Tier-2,Jaipur,Rajasthan,North,Amazon India,0.7109
532829,2022-03-10,Male,25-34,Young Professional,Tier-3,Siliguri,West Bengal,East,Amazon India,0.9978
532830,2024-06-10,Female,25-34,Young Professional,Tier-3,Asansol,West Bengal,East,Flipkart,0.4909
532831,2024-04-13,Male,25-34,Young Professional,Tier-1,Bengaluru,Karnataka,South,Flipkart,0.6567
532832,2021-02-19,Male,18-24,Gamer,Tier-1,Hyderabad,Telangana,South,Amazon India,1.8661
532833,2023-01-09,Male,45+,Family Buyer,Tier-3,Gwalior,Madhya Pradesh,Central,Reliance Digital,1.8026
